"RowID","State","Account length","Area code","International plan","Voice mail plan","Number vmail messages","Total day minutes","Total day calls","Total day charge","Total eve minutes","Total eve calls","Total eve charge","Total night minutes","Total night calls","Total night charge","Total intl minutes","Total intl calls","Total intl charge","Customer service calls","Churn","DayChargePerMinute","EveChargePerMinute","NightChargePerMinute","IntChargePerMinute","SampleFlag"
"2482","VA","117","408","false","false","0","97.1","98","16.51","228","131","19.38","240","111","10.8","10.6","3","2.86","1","false","0.170030895983522","0.085","0.045","0.269811320754717","Training"
"53","SD","149","408","false","true","28","180.7","92","30.72","187.8","64","15.96","265.5","53","11.95","12.6","3","3.4","3","false","0.170005534034311","0.0849840255591054","0.0450094161958569","0.26984126984127","Training"
"451","ID","99","415","false","false","0","145.6","106","24.75","98.3","106","8.36","230.8","83","10.39","10.9","5","2.94","1","false","0.169986263736264","0.0850457782299084","0.0450173310225303","0.269724770642202","Training"
"540","NE","189","415","false","true","38","256.7","98","43.64","150.5","120","12.79","123","87","5.54","11.4","3","3.08","3","false","0.170003895597974","0.0849833887043189","0.0450406504065041","0.270175438596491","Training"
"64","MN","50","415","false","false","0","157.1","90","26.71","223.3","72","18.98","181.4","111","8.16","6.1","2","1.65","1","false","0.170019096117123","0.0849977608598298","0.0449834619625138","0.270491803278689","Training"
"472","TX","90","408","true","false","0","221.8","97","37.71","203.8","134","17.32","215.8","154","9.71","8.4","4","2.27","1","false","0.170018034265104","0.0849852796859666","0.0449953660797034","0.270238095238095","Training"
"703","IA","128","408","false","false","0","158.8","75","27","264.8","91","22.51","270","77","12.15","7.6","7","2.05","1","false","0.170025188916877","0.0850075528700906","0.045","0.269736842105263","Training"
"755","AL","87","408","false","false","0","237.2","124","40.32","222.6","87","18.92","173.3","81","7.8","11","3","2.97","1","false","0.169983136593592","0.0849955076370171","0.0450086555106751","0.27","Training"
"446","TX","58","408","false","true","20","194.5","110","33.07","213.7","89","18.16","236.6","92","10.65","9.5","2","2.57","1","false","0.170025706940874","0.0849789424426767","0.0450126796280642","0.270526315789474","Training"
"1324","NY","98","408","false","false","0","171.7","99","29.19","174.8","87","14.86","189.6","130","8.53","7.8","6","2.11","1","false","0.170005824111823","0.0850114416475972","0.0449894514767932","0.27051282051282","Training"
"2209","AL","88","415","false","false","0","181.9","90","30.92","151.5","87","12.88","143","100","6.44","7.5","3","2.03","1","false","0.16998350742166","0.085016501650165","0.045034965034965","0.270666666666667","Training"
"80","AZ","90","415","false","false","0","179.1","71","30.45","190.6","81","16.2","127.7","91","5.75","10.6","7","2.86","3","false","0.17001675041876","0.0849947534102833","0.0450274079874706","0.269811320754717","Training"
"342","NM","141","415","false","true","28","206.9","126","35.17","264.4","126","22.47","171.8","124","7.73","9.3","11","2.51","2","false","0.169985500241663","0.0849848714069592","0.0449941792782305","0.26989247311828","Training"
"905","HI","119","408","false","true","24","217.2","94","36.92","138.7","52","11.79","139.3","85","6.27","11.3","4","3.05","0","false","0.169981583793739","0.0850036049026676","0.045010768126346","0.269911504424779","Training"
"587","WA","119","415","false","true","26","161.3","97","27.42","250.3","110","21.28","142.4","92","6.41","6.6","8","1.78","1","false","0.169993800371978","0.0850179784258889","0.0450140449438202","0.26969696969697","Training"
"1013","OR","129","408","false","false","0","98","99","16.66","240.7","62","20.46","254.8","123","11.47","10.5","4","2.84","0","false","0.17","0.0850020772746157","0.0450156985871272","0.27047619047619","Training"
"1516","NH","103","408","false","false","0","150.6","125","25.6","169.1","126","14.37","221.2","104","9.95","10.4","8","2.81","8","true","0.169986719787517","0.0849793021880544","0.0449819168173599","0.270192307692308","Training"
"265","IA","76","510","false","false","0","198.3","130","33.71","217.1","86","18.45","188.4","96","8.48","12.5","3","3.38","0","false","0.169994957135653","0.084983878397052","0.0450106157112527","0.2704","Training"
"1998","TN","123","415","false","true","34","305.2","80","51.88","156.5","109","13.3","280","81","12.6","13.2","7","3.56","1","false","0.169986893840105","0.0849840255591054","0.045","0.26969696969697","Training"
"135","MI","62","415","false","false","0","98.9","103","16.81","135.4","122","11.51","236.6","82","10.65","12.2","1","3.29","1","false","0.169969666329626","0.0850073855243722","0.0450126796280642","0.269672131147541","Training"
"848","NV","22","510","false","false","0","160.4","108","27.27","218.1","88","18.54","192.9","115","8.68","12.5","4","3.38","1","false","0.17001246882793","0.0850068775790922","0.0449974079834111","0.2704","Training"
"1577","AK","59","408","false","false","0","159.5","96","27.12","167.2","123","14.21","138.6","106","6.24","10.2","4","2.75","0","false","0.170031347962382","0.084988038277512","0.045021645021645","0.269607843137255","Training"
"1594","NY","119","415","false","false","0","133.4","102","22.68","204.6","71","17.39","196.9","103","8.86","11.1","7","3","1","false","0.170014992503748","0.0849951124144673","0.0449974606399187","0.27027027027027","Training"
"2465","TX","75","415","false","false","0","305.1","106","51.87","188","115","15.98","235.4","116","10.59","8.5","5","2.3","0","true","0.170009832841691","0.085","0.0449872557349193","0.270588235294118","Training"
"1280","MT","184","415","false","false","0","236.4","73","40.19","287.3","120","24.42","192","94","8.64","13.8","4","3.73","1","true","0.170008460236887","0.0849982596588931","0.045","0.270289855072464","Training"
"2596","AR","113","415","true","false","0","122.2","112","20.77","131.7","94","11.19","169.5","106","7.63","10.3","9","2.78","5","true","0.169967266775777","0.0849658314350797","0.0450147492625369","0.269902912621359","Training"
"285","FL","100","510","false","false","0","107","63","18.19","105.7","67","8.98","243.1","74","10.94","12.8","3","3.46","4","true","0.17","0.084957426679281","0.0450020567667626","0.2703125","Training"
"1721","WY","96","408","false","false","0","144","102","24.48","224.7","73","19.1","227.7","91","10.25","10","7","2.7","1","false","0.17","0.0850022251891411","0.0450153711023276","0.27","Training"
"1857","IN","205","510","false","false","0","49.9","123","8.48","150.7","81","12.81","188.2","67","8.47","10.1","4","2.73","2","false","0.169939879759519","0.0850033178500332","0.0450053134962806","0.27029702970297","Training"
"353","PA","61","408","false","true","31","288.7","101","49.08","203.8","102","17.32","203.2","49","9.14","8.6","3","2.32","0","false","0.170003463803256","0.0849852796859666","0.0449803149606299","0.269767441860465","Training"
"392","UT","36","415","false","true","16","149.4","111","25.4","131.8","113","11.2","132.7","87","5.97","6.7","2","1.81","0","false","0.170013386880857","0.0849772382397572","0.0449886963074604","0.270149253731343","Training"
"502","GA","76","415","false","false","0","299.5","125","50.92","226.7","92","19.27","210.7","134","9.48","13.7","4","3.7","0","true","0.170016694490818","0.0850022055580062","0.0449928808732796","0.27007299270073","Training"
"166","DE","62","408","false","false","0","182.3","101","30.99","328.2","93","27.9","245","131","11.03","11.2","1","3.02","2","false","0.169994514536478","0.0850091407678245","0.0450204081632653","0.269642857142857","Training"
"2380","SD","105","415","false","false","0","251.6","88","42.77","175.1","103","14.88","184.4","112","8.3","5.4","5","1.46","1","false","0.169992050874404","0.0849800114220445","0.0450108459869848","0.27037037037037","Training"
"2467","WV","113","510","false","false","0","72.5","88","12.33","204","112","17.34","117.9","118","5.31","6.6","3","1.78","1","false","0.170068965517241","0.085","0.0450381679389313","0.26969696969697","Training"
"1344","VT","99","415","false","false","0","115.5","75","19.64","218.1","111","18.54","254.9","98","11.47","11.5","7","3.11","7","true","0.17004329004329","0.0850068775790922","0.0449980384464496","0.270434782608696","Training"
"275","AK","78","408","false","false","0","225.1","67","38.27","199.2","127","16.93","175.5","102","7.9","14.6","2","3.94","0","false","0.17001332741004","0.0849899598393574","0.045014245014245","0.26986301369863","Training"
"1673","NV","141","415","false","false","0","192.4","111","32.71","156.9","87","13.34","175.8","82","7.91","11","6","2.97","0","false","0.170010395010395","0.0850223072020395","0.0449943117178612","0.27","Training"
"2533","CT","73","415","false","true","47","173.7","117","29.53","204","114","17.34","174.6","94","7.86","6.3","3","1.7","2","false","0.170005757052389","0.085","0.0450171821305842","0.26984126984127","Training"
"1124","AL","96","415","true","false","0","200.6","117","34.1","289.5","120","24.61","98.3","95","4.42","11.2","5","3.02","2","false","0.169990029910269","0.0850086355785838","0.0449643947100712","0.269642857142857","Training"
"253","MA","39","408","false","false","0","60.4","158","10.27","306.2","120","26.03","123.9","46","5.58","12.4","3","3.35","1","false","0.170033112582781","0.0850097975179621","0.0450363196125908","0.270161290322581","Training"
"6","AL","118","510","true","false","0","223.4","98","37.98","220.6","101","18.75","203.9","118","9.18","6.3","6","1.7","0","false","0.170008952551477","0.0849954669084316","0.0450220696419814","0.26984126984127","Training"
"1001","FL","68","415","false","true","24","176","118","29.92","277.9","116","23.62","174.7","71","7.86","14.7","7","3.97","1","false","0.17","0.084994602374955","0.0449914138523183","0.270068027210884","Training"
"1406","ND","87","415","true","true","40","221.6","79","37.67","157.1","74","13.35","222.4","124","10.01","11.5","3","3.11","1","false","0.169990974729242","0.08497772119669","0.0450089928057554","0.270434782608696","Training"
"73","IN","94","408","false","false","0","157.9","105","26.84","155","101","13.18","189.6","84","8.53","8","5","2.16","4","true","0.169981000633312","0.0850322580645161","0.0449894514767932","0.27","Training"
"1196","NY","92","408","false","false","0","265.6","82","45.15","180.7","75","15.36","211.1","113","9.5","8.6","2","2.32","1","false","0.169992469879518","0.0850027670171555","0.0450023685457129","0.269767441860465","Training"
"985","MN","62","510","false","true","33","186.4","84","31.69","201","136","17.09","286.7","103","12.9","11.1","3","3","2","true","0.170010729613734","0.0850248756218906","0.0449947680502267","0.27027027027027","Training"
"2210","WY","101","510","false","true","9","160.1","116","27.22","210","121","17.85","139.1","65","6.26","10.8","9","2.92","0","false","0.17001873828857","0.085","0.0450035945363048","0.27037037037037","Training"
"2151","SC","152","408","false","false","0","140.5","92","23.89","186.8","96","15.88","227","89","10.22","9.5","5","2.57","2","false","0.170035587188612","0.0850107066381156","0.0450220264317181","0.270526315789474","Training"
"2661","OH","96","415","false","false","0","106.6","128","18.12","284.8","87","24.21","178.9","92","8.05","14.9","7","4.02","1","false","0.169981238273921","0.0850070224719101","0.0449972051425377","0.269798657718121","Training"
"1206","NM","103","415","false","false","0","173.5","83","29.5","244.3","65","20.77","221.6","66","9.97","9.7","2","2.62","3","false","0.170028818443804","0.08501841997544","0.0449909747292419","0.270103092783505","Training"
"834","OR","98","415","true","false","0","12.5","67","2.13","256.6","90","21.81","169.4","88","7.62","7.7","9","2.08","1","false","0.1704","0.0849961028838659","0.0449822904368359","0.27012987012987","Training"
"723","AR","118","415","false","false","0","267.8","145","45.53","316.4","121","26.89","208.6","91","9.39","14.4","11","3.89","5","true","0.170014936519791","0.0849873577749684","0.0450143815915628","0.270138888888889","Training"
"177","FL","70","510","true","false","0","226.7","98","38.54","228.1","115","19.39","73.2","93","3.29","17.6","4","4.75","2","true","0.170004411116012","0.0850065760631302","0.0449453551912568","0.269886363636364","Training"
"2551","NY","122","415","false","false","0","141.4","128","24.04","146.4","70","12.44","123","75","5.54","8.1","4","2.19","0","false","0.17001414427157","0.0849726775956284","0.0450406504065041","0.27037037037037","Training"
"2536","NV","148","510","false","false","0","216.2","95","36.75","185.7","105","15.78","300","143","13.5","10","5","2.7","2","false","0.169981498612396","0.0849757673667205","0.045","0.27","Training"
"485","MI","53","415","false","false","0","57.5","95","9.78","265.5","131","22.57","244.3","128","10.99","11.6","6","3.13","3","false","0.170086956521739","0.0850094161958569","0.0449856733524355","0.269827586206897","Training"
"2041","CO","81","408","false","false","0","115.3","99","19.6","224.7","117","19.1","152.5","98","6.86","18","2","4.86","1","false","0.169991326973114","0.0850022251891411","0.044983606557377","0.27","Training"
"2385","MI","148","415","true","false","0","233.5","81","39.7","187.7","71","15.95","122.3","97","5.5","9.6","2","2.59","0","true","0.170021413276231","0.0849760255727224","0.044971381847915","0.269791666666667","Training"
"2177","VT","152","510","false","true","20","214.6","108","36.48","96.6","82","8.21","170.7","145","7.68","7.9","5","2.13","1","false","0.169990680335508","0.0849896480331263","0.0449912126537786","0.269620253164557","Training"
"22","NE","174","415","false","false","0","124.3","76","21.13","277.1","112","23.55","250.7","115","11.28","15.5","5","4.19","3","false","0.169991954947707","0.0849873691808011","0.0449940167530913","0.270322580645161","Training"
"1647","DC","93","408","false","false","0","164.5","95","27.97","230.9","87","19.63","149.9","91","6.75","9.9","3","2.67","4","false","0.170030395136778","0.0850151580770896","0.0450300200133422","0.26969696969697","Training"
"2185","WV","63","510","false","false","0","261.8","69","44.51","245","135","20.83","202.1","94","9.09","14.7","4","3.97","0","true","0.170015278838808","0.0850204081632653","0.0449777337951509","0.270068027210884","Training"
"569","OR","129","510","false","true","36","192.8","103","32.78","177","83","15.05","216.5","118","9.74","16.4","5","4.43","1","false","0.170020746887967","0.0850282485875706","0.0449884526558891","0.270121951219512","Training"
"13","IA","62","415","false","false","0","120.7","70","20.52","307.2","76","26.11","203","99","9.14","13.1","6","3.54","4","false","0.170008285004143","0.0849934895833333","0.0450246305418719","0.270229007633588","Training"
"1867","CT","135","415","true","false","0","186","107","31.62","66","94","5.61","213.1","105","9.59","12.9","4","3.48","1","false","0.17","0.085","0.0450023463162834","0.269767441860465","Training"
"644","OH","83","510","false","false","0","227.9","78","38.74","207.5","115","17.64","211.7","100","9.53","12.1","5","3.27","1","false","0.169986836331724","0.0850120481927711","0.0450165328294757","0.270247933884298","Training"
"2064","KS","110","510","false","false","0","208","69","35.36","95.1","94","8.08","178.5","129","8.03","8","11","2.16","1","false","0.17","0.0849631966351209","0.0449859943977591","0.27","Training"
"2293","ID","119","415","true","true","32","173","101","29.41","209.4","93","17.8","231.1","91","10.4","12.2","4","3.29","0","false","0.17","0.0850047755491882","0.045002163565556","0.269672131147541","Training"
"1672","WA","106","408","false","false","0","193.6","66","32.91","238.2","82","20.25","176.4","107","7.94","12.9","3","3.48","0","false","0.169989669421488","0.0850125944584383","0.0450113378684807","0.269767441860465","Training"
"344","NJ","100","415","false","false","0","203.8","122","34.65","283.1","76","24.06","197.3","83","8.88","12.5","3","3.38","0","false","0.170019627085378","0.0849876368774285","0.0450076026355803","0.2704","Training"
"1317","MA","132","408","false","true","36","201.9","93","34.32","156.3","75","13.29","131.3","92","5.91","13.7","5","3.7","0","false","0.16998514115899","0.0850287907869482","0.045011424219345","0.27007299270073","Training"
"604","PA","122","415","true","false","0","230.9","132","39.25","243.2","99","20.67","182.4","57","8.21","11","2","2.97","0","true","0.169987007362495","0.0849917763157895","0.0450109649122807","0.27","Training"
"2168","KS","79","415","false","false","0","177.9","83","30.24","167.3","84","14.22","223.7","142","10.07","15.2","8","4.1","0","false","0.169983136593592","0.084997011356844","0.0450156459544032","0.269736842105263","Training"
"2113","AR","88","408","false","false","0","152.9","119","25.99","171.2","107","14.55","257","106","11.57","12","5","3.24","2","false","0.169980379332897","0.0849883177570094","0.0450194552529183","0.27","Training"
"2173","MI","134","415","false","true","41","162","82","27.54","324.7","77","27.6","160.1","112","7.2","11.9","5","3.21","0","false","0.17","0.0850015398829689","0.0449718925671455","0.269747899159664","Training"
"1499","WA","117","408","false","false","0","191.1","93","32.49","282.8","56","24.04","84.8","118","3.82","12","4","3.24","2","false","0.170015698587127","0.085007072135785","0.0450471698113208","0.27","Training"
"921","NV","143","408","false","false","0","155.5","101","26.44","213.4","89","18.14","237.9","61","10.71","7.6","11","2.05","1","false","0.170032154340836","0.0850046860356139","0.0450189155107188","0.269736842105263","Training"
"2629","KS","170","415","false","true","42","199.5","119","33.92","135","90","11.48","184.6","49","8.31","10.9","3","2.94","4","true","0.170025062656642","0.085037037037037","0.0450162513542795","0.269724770642202","Training"
"200","IN","36","415","false","false","0","253.4","77","43.08","182.4","151","15.5","275.8","103","12.41","8.4","2","2.27","1","false","0.170007892659826","0.0849780701754386","0.0449963741841914","0.270238095238095","Training"
"1174","AR","107","415","true","false","0","133.3","106","22.66","182.9","89","15.55","241.1","123","10.85","12.9","2","3.48","3","true","0.169992498124531","0.0850191361399672","0.045002073828287","0.269767441860465","Training"
"516","MT","50","415","false","true","22","252.9","112","42.99","177.9","99","15.12","158.4","146","7.13","8.5","4","2.3","3","false","0.169988137603796","0.084991568296796","0.0450126262626263","0.270588235294118","Training"
"1415","OH","146","408","false","true","31","202.5","91","34.43","241.4","108","20.52","169.6","77","7.63","7.8","2","2.11","1","false","0.170024691358025","0.0850041425020713","0.0449882075471698","0.27051282051282","Training"
"1251","MT","33","510","false","true","35","161.9","85","27.52","151.2","82","12.85","191","131","8.59","8.5","2","2.3","1","false","0.169981470043237","0.0849867724867725","0.0449738219895288","0.270588235294118","Training"
"2384","ND","90","415","false","true","22","124.5","94","21.17","231.7","90","19.69","222.2","108","10","6.4","12","1.73","1","false","0.17004016064257","0.0849805783340527","0.045004500450045","0.2703125","Training"
"1011","OH","149","408","false","false","0","196.3","108","33.37","136.8","96","11.63","154.7","87","6.96","7.7","3","2.08","2","false","0.169994905756495","0.0850146198830409","0.0449903038138332","0.27012987012987","Training"
"68","WV","144","415","false","false","0","201.1","99","34.19","303.5","74","25.8","224","119","10.08","13.2","2","3.56","1","false","0.170014917951268","0.08500823723229","0.045","0.26969696969697","Training"
"2513","AL","16","415","false","false","0","161.9","100","27.52","230.1","138","19.56","148.8","78","6.7","10.2","11","2.75","3","false","0.169981470043237","0.085006518904824","0.0450268817204301","0.269607843137255","Training"
"830","UT","85","510","false","false","0","212.3","107","36.09","228.4","103","19.41","163.3","116","7.35","7.7","3","2.08","0","false","0.169995289684409","0.0849824868651489","0.045009185548071","0.27012987012987","Training"
"1340","MN","98","415","false","false","0","72.8","107","12.38","186.4","103","15.84","175.3","110","7.89","10.5","4","2.84","3","false","0.170054945054945","0.0849785407725322","0.0450085567598403","0.27047619047619","Training"
"1640","MI","127","510","false","true","25","203.8","118","34.65","267.1","48","22.7","225.1","105","10.13","7.3","5","1.97","0","false","0.170019627085378","0.084986896293523","0.0450022212350067","0.26986301369863","Training"
"1111","NC","103","510","false","false","0","166.6","84","28.32","192.4","91","16.35","167.9","115","7.56","7.7","6","2.08","1","false","0.169987995198079","0.08497920997921","0.0450268016676593","0.27012987012987","Training"
"1347","NM","132","408","false","false","0","169.9","107","28.88","209.4","121","17.8","206.1","79","9.27","11.5","2","3.11","1","false","0.169982342554444","0.0850047755491882","0.0449781659388646","0.270434782608696","Training"
"2607","AR","115","408","false","false","0","268","115","45.56","153.6","106","13.06","232.3","65","10.45","17","1","4.59","3","false","0.17","0.0850260416666667","0.0449849332759363","0.27","Training"
"2125","CO","63","408","true","true","21","151.5","99","25.76","147.8","89","12.56","210.4","114","9.47","10","4","2.7","1","false","0.17003300330033","0.084979702300406","0.0450095057034221","0.27","Training"
"768","SC","93","415","false","false","0","190.2","68","32.33","262.2","64","22.29","130","92","5.85","8.8","4","2.38","0","false","0.169978969505783","0.0850114416475973","0.045","0.270454545454545","Training"
"752","NC","122","415","false","false","0","180","88","30.6","145","77","12.33","233.7","120","10.52","11.5","6","3.11","2","false","0.17","0.0850344827586207","0.0450149764655541","0.270434782608696","Training"
"148","AK","126","415","false","false","0","58.2","94","9.89","138.7","118","11.79","136.8","91","6.16","11.9","1","3.21","5","true","0.169931271477663","0.0850036049026676","0.0450292397660819","0.269747899159664","Training"
"1723","SC","212","415","false","false","0","226","127","38.42","304.6","83","25.89","181.2","132","8.15","12.6","4","3.4","2","true","0.17","0.0849967170059094","0.0449779249448124","0.26984126984127","Training"
"1460","NC","80","415","true","false","0","189.1","122","32.15","223.2","92","18.97","269","116","12.11","13.9","3","3.75","2","true","0.170015864621893","0.0849910394265233","0.0450185873605948","0.26978417266187","Training"
"1237","DE","79","415","false","true","34","103.7","100","17.63","236.3","78","20.09","256.6","102","11.55","14.8","4","4","2","false","0.170009643201543","0.0850190435886585","0.0450116913484022","0.27027027027027","Training"
"1604","RI","80","510","false","false","0","202.4","118","34.41","260.2","67","22.12","177.4","112","7.98","9.2","5","2.48","3","false","0.170009881422925","0.0850115295926211","0.0449830890642616","0.269565217391304","Training"
"617","KS","103","408","true","false","0","62.8","124","10.68","170.4","66","14.48","280.2","78","12.61","9.4","4","2.54","3","false","0.170063694267516","0.0849765258215962","0.0450035688793719","0.270212765957447","Training"
"2108","ND","147","408","true","true","35","157.5","109","26.78","189.6","67","16.12","227","76","10.22","11.1","2","3","3","true","0.170031746031746","0.0850210970464135","0.0450220264317181","0.27027027027027","Training"
"1215","CA","103","415","false","true","18","149.9","84","25.48","170.9","84","14.53","171.5","112","7.72","11.5","7","3.11","0","true","0.169979986657772","0.085020479812756","0.0450145772594752","0.270434782608696","Training"
"1550","NC","124","415","false","false","0","188.5","77","32.05","182","123","15.47","218.2","127","9.82","6.1","6","1.65","1","false","0.170026525198939","0.085","0.0450045829514207","0.270491803278689","Training"
"508","CO","120","510","false","true","27","153.5","84","26.1","194","73","16.49","256.5","94","11.54","10.2","7","2.75","5","false","0.170032573289902","0.085","0.044990253411306","0.269607843137255","Training"
"1190","WV","57","415","true","true","17","236.5","94","40.21","163.1","94","13.86","236.7","117","10.65","12.2","3","3.29","2","false","0.170021141649049","0.0849785407725322","0.0449936628643853","0.269672131147541","Training"
"2075","ME","57","415","false","true","33","193.4","105","32.88","231.6","79","19.69","226.2","90","10.18","11.1","11","3","2","false","0.170010341261634","0.0850172711571675","0.0450044208664898","0.27027027027027","Training"
"405","NM","80","510","false","false","0","206.3","97","35.07","154.9","98","13.17","263.6","82","11.86","12.4","12","3.35","0","false","0.169995152690257","0.0850225952227243","0.0449924127465857","0.270161290322581","Training"
"1063","WA","55","408","false","false","0","285.7","124","48.57","230.9","106","19.63","230.7","140","10.38","14.8","7","4","0","true","0.170003500175009","0.0850151580770896","0.0449934980494148","0.27027027027027","Training"
"2023","KY","108","408","false","false","0","73.8","105","12.55","143.4","114","12.19","170.2","98","7.66","10.9","3","2.94","2","false","0.170054200542005","0.0850069735006973","0.0450058754406581","0.269724770642202","Training"
"1420","NY","54","415","false","false","0","286.6","73","48.72","223.2","108","18.97","203.7","107","9.17","11.5","5","3.11","1","true","0.169993021632938","0.0849910394265233","0.0450171821305842","0.270434782608696","Training"
"2248","MS","59","408","false","true","27","127.4","110","21.66","103.3","99","8.78","164.2","73","7.39","9.1","3","2.46","0","false","0.170015698587127","0.0849951597289448","0.0450060901339829","0.27032967032967","Training"
"635","AL","83","408","false","false","0","202.3","87","34.39","201.5","111","17.13","101.7","82","4.58","6.8","4","1.84","0","false","0.169995056846268","0.0850124069478908","0.0450344149459194","0.270588235294118","Training"
"2008","AZ","138","415","false","false","0","87.6","112","14.89","266.9","107","22.69","214.6","104","9.66","9.8","10","2.65","2","false","0.169977168949772","0.0850131135256651","0.0450139794967381","0.270408163265306","Training"
"2213","CA","33","408","false","false","0","159.5","115","27.12","195.4","118","16.61","102.4","86","4.61","7.1","7","1.92","1","false","0.170031347962382","0.0850051177072671","0.04501953125","0.270422535211268","Training"
"575","NM","85","408","false","true","37","229.6","123","39.03","132.3","90","11.25","211.9","76","9.54","9.5","8","2.57","2","false","0.169991289198606","0.0850340136054422","0.0450212364322794","0.270526315789474","Training"
"453","ME","97","510","false","false","0","211","76","35.87","189","100","16.07","123","102","5.54","4.7","4","1.27","3","false","0.17","0.085026455026455","0.0450406504065041","0.270212765957447","Training"
"201","WV","85","408","false","false","0","225","81","38.25","176.9","63","15.04","194.3","110","8.74","7.1","2","1.92","3","false","0.17","0.0850197851893725","0.044981986618631","0.270422535211268","Training"
"479","MN","124","510","false","false","0","157.5","70","26.78","130.7","79","11.11","193.4","98","8.7","9.6","4","2.59","3","false","0.170031746031746","0.0850038255547054","0.0449844881075491","0.269791666666667","Training"
"1138","ID","55","510","false","true","8","222.5","104","37.83","171.5","94","14.58","377.5","114","16.99","9.7","2","2.62","1","false","0.170022471910112","0.0850145772594752","0.0450066225165563","0.270103092783505","Training"
"1866","MT","42","415","false","false","0","150.7","52","25.62","246.7","96","20.97","103.8","118","4.67","7","4","1.89","2","false","0.170006635700066","0.0850020267531415","0.044990366088632","0.27","Training"
"1618","NJ","162","408","false","false","0","217.6","87","36.99","279","71","23.72","250.7","65","11.28","10.4","4","2.81","2","true","0.169990808823529","0.0850179211469534","0.0449940167530913","0.270192307692308","Training"
"202","VA","108","408","false","false","0","198.5","99","33.75","267.8","60","22.76","354.9","75","15.97","9.4","3","2.54","0","true","0.170025188916877","0.0849887976101568","0.0449985911524373","0.270212765957447","Training"
"1334","OK","82","510","false","false","0","329.8","73","56.07","208.3","120","17.71","267.1","102","12.02","10.6","6","2.86","0","true","0.170012128562765","0.085021603456553","0.0450018719580681","0.269811320754717","Training"
"654","HI","64","415","false","false","0","194.2","147","33.01","173.4","87","14.74","268.7","114","12.09","5.5","2","1.49","2","false","0.169979402677652","0.0850057670126874","0.0449944175660588","0.270909090909091","Training"
"473","NH","114","415","false","false","0","169.6","85","28.83","58.9","86","5.01","179.3","124","8.07","7.4","8","2","1","false","0.16998820754717","0.0850594227504244","0.0450083658672616","0.27027027027027","Training"
"79","ME","78","415","false","false","0","252.9","93","42.99","178.4","112","15.16","263.9","105","11.88","9.5","7","2.57","3","false","0.169988137603796","0.0849775784753363","0.0450170519136036","0.270526315789474","Training"
"616","WV","112","415","true","false","0","161.9","138","27.52","200.9","114","17.08","134","134","6.03","10.7","4","2.89","1","false","0.169981470043237","0.0850174216027874","0.045","0.270093457943925","Training"
"1617","NJ","151","415","false","false","0","118.9","128","20.21","278.3","65","23.66","194.8","61","8.77","13.2","10","3.56","2","false","0.169974768713204","0.0850161696011498","0.0450205338809035","0.26969696969697","Training"
"2416","LA","153","510","false","false","0","166.8","127","28.36","143.5","121","12.2","210.7","130","9.48","11.8","4","3.19","0","false","0.170023980815348","0.0850174216027875","0.0449928808732796","0.270338983050847","Training"
"411","NE","73","415","false","false","0","198.3","94","33.71","279.3","101","23.74","146.2","87","6.58","14.8","8","4","3","false","0.169994957135653","0.0849982098102399","0.0450068399452804","0.27027027027027","Training"
"613","ND","135","510","true","true","24","127.7","54","21.71","215","105","18.28","234.3","84","10.54","5.8","4","1.57","2","false","0.170007830853563","0.0850232558139535","0.0449850618864703","0.270689655172414","Training"
"2059","WA","118","510","false","false","0","113","80","19.21","150.1","87","12.76","204.3","115","9.19","10.8","4","2.92","2","false","0.17","0.0850099933377748","0.0449828683308859","0.27037037037037","Training"
"1056","AK","52","415","false","true","24","170.9","71","29.05","201.4","80","17.12","159","124","7.15","4.1","5","1.11","2","false","0.169982445874781","0.0850049652432969","0.0449685534591195","0.270731707317073","Training"
"2314","LA","123","510","false","true","32","212.3","77","36.09","251.5","78","21.38","208.7","85","9.39","6.6","2","1.78","3","false","0.169995289684409","0.0850099403578529","0.0449928126497365","0.26969696969697","Training"
"1790","OH","68","510","false","false","0","143.6","80","24.41","134.3","65","11.42","215.6","84","9.7","15.5","5","4.19","2","false","0.169986072423398","0.0850335070737156","0.0449907235621521","0.270322580645161","Training"
"1952","IL","16","415","true","false","0","110","91","18.7","147.3","75","12.52","190.5","73","8.57","6.4","7","1.73","0","false","0.17","0.0849966055668703","0.0449868766404199","0.2703125","Training"
"1508","NJ","93","510","true","true","38","225.7","117","38.37","119.6","122","10.17","193.2","125","8.69","14","7","3.78","1","true","0.170004430660168","0.0850334448160535","0.0449792960662526","0.27","Training"
"2161","DC","55","510","true","false","0","106.1","77","18.04","123.5","100","10.5","96.4","92","4.34","12.9","3","3.48","0","false","0.170028275212064","0.0850202429149798","0.0450207468879668","0.269767441860465","Training"
"81","AK","104","408","false","false","0","278.4","106","47.33","81","113","6.89","163.2","137","7.34","9.8","5","2.65","1","false","0.170007183908046","0.0850617283950617","0.0449754901960784","0.270408163265306","Training"
"438","CT","31","415","false","true","31","100.1","54","17.02","246.3","97","20.94","255","131","11.48","5.9","3","1.59","0","false","0.17002997002997","0.0850182704019488","0.0450196078431373","0.269491525423729","Training"
"1472","DE","133","510","false","false","0","245.8","102","41.79","264.7","90","22.5","111.7","103","5.03","11.2","7","3.02","0","false","0.170016273393002","0.0850018889308651","0.0450313339301701","0.269642857142857","Training"
